Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
121;57187;57187;57187;-420;-420;-420;-0.257337;-0.257337;-0.257337;
117;55871;55871;55871;-330;-330;-330;-0.389305;-0.389305;-0.389305;
114;54887;54887;54887;-120;-120;-120;-0.527871;-0.527871;-0.527871;
116;54280;54280;54280;-150;-150;-150;-0.706028;-0.706028;-0.706028;
114;53737;53737;53737;-150;-150;-150;-0.666437;-0.666437;-0.666437;
122;53340;53340;53340;-150;-150;-150;-0.600453;-0.600453;-0.600453;
133;52832;52832;52832;-90;-90;-90;-0.732421;-0.732421;-0.732421;
137;52412;52412;52412;-90;-90;-90;-0.620248;-0.620248;-0.620248;
115;51979;51979;51979;-120;-120;-120;-0.77861;-0.77861;-0.77861;
117;51673;51673;51673;-60;-60;-60;-0.77861;-0.77861;-0.77861;
118;51416;51416;51416;-30;-30;-30;-0.73902;-0.73902;-0.73902;
122;51279;51279;51279;0;0;0;-0.580658;-0.580658;-0.580658;
122;51307;51307;51307;60;60;60;-0.310124;-0.310124;-0.310124;
123;51372;51372;51372;0;0;0;0.0329919;0.0329919;0.0329919;
114;51385;51385;51385;0;0;0;0.0791807;0.0791807;0.0791807;
117;51290;51290;51290;-60;-60;-60;0.20455;0.20455;0.20455;
121;51099;51099;51099;-120;-120;-120;0.20455;0.20455;0.20455;
121;50893;50893;50893;-60;-60;-60;0.184755;0.184755;0.184755;
116;50645;50645;50645;-60;-60;-60;0.197952;0.197952;0.197952;
117;50189;50189;50189;-90;-90;-90;0.171558;0.171558;0.171558;
116;49793;49793;49793;-90;-90;-90;0.145165;0.145165;0.145165;
116;49479;49479;49479;0;0;0;0.230944;0.230944;0.230944;
120;49204;49204;49204;-60;-60;-60;0.178156;0.178156;0.178156;
119;48832;48832;48832;-90;-90;-90;0.131968;0.131968;0.131968;
121;48429;48429;48429;-60;-60;-60;0.112173;0.112173;0.112173;
124;47999;47999;47999;-90;-90;-90;0.125369;0.125369;0.125369;
121;47734;47734;47734;-30;-30;-30;0.230944;0.230944;0.230944;
122;47484;47484;47484;-30;-30;-30;0.197952;0.197952;0.197952;
120;47099;47099;47099;-90;-90;-90;0.178156;0.178156;0.178156;
116;46830;46830;46830;-90;-90;-90;0.16496;0.16496;0.16496;
115;46597;46597;46597;-60;-60;-60;0.158361;0.158361;0.158361;
121;46309;46309;46309;-60;-60;-60;0.230944;0.230944;0.230944;
154;46008;46008;46008;-60;-60;-60;0.145165;0.145165;0.145165;
114;45768;45768;45768;-90;-90;-90;0.237542;0.237542;0.237542;
121;45450;45450;45450;-60;-60;-120;0.20455;0.20455;0.20455;
122;45156;45156;45156;-60;-60;-60;0.224345;0.224345;0.224345;
123;44806;44806;44806;-120;-120;-120;0.230944;0.230944;0.230944;
121;44541;44541;44541;-90;-90;-90;0.257337;0.257337;0.257337;
120;44240;44240;44240;-30;-30;-30;0.138566;0.138566;0.138566;
123;43978;43978;43978;-30;-30;-30;0.171558;0.171558;0.171558;
115;43648;43648;43648;-60;-60;-60;0.138566;0.138566;0.138566;
115;43406;43406;43406;-30;-30;-30;0.184755;0.184755;0.184755;
120;43148;43148;43148;-30;-30;-30;0.178156;0.178156;0.178156;
115;42780;42780;42780;-90;-90;-90;0.20455;0.20455;0.20455;
122;42432;42432;42432;-60;-60;-60;0.158361;0.158361;0.158361;
123;42206;42206;42206;-60;-60;-60;0.211148;0.211148;0.211148;
124;41728;41728;41728;-120;-120;-120;0.125369;0.125369;0.125369;
122;41320;41320;41320;-90;-90;-90;0.16496;0.16496;0.16496;
123;40947;40947;40947;-90;-90;-90;0.217747;0.217747;0.217747;
121;40552;40552;40552;-90;-90;-90;0.105574;0.105574;0.105574;
116;40331;40331;40331;-90;-90;-90;0.211148;0.211148;0.211148;
123;39996;39996;39996;-60;-60;-60;0.158361;0.158361;0.158361;
116;39755;39755;39755;-120;-120;-120;0.125369;0.125369;0.125369;
132;39304;39304;39304;-90;-90;-90;0.224345;0.224345;0.224345;
132;38973;38973;38973;-30;-30;-30;0.224345;0.224345;0.224345;
131;38551;38551;38551;-90;-90;-90;0.211148;0.211148;0.211148;
131;38240;38240;38240;-90;-90;-90;0.191353;0.191353;0.191353;
131;37923;37923;37923;-60;-60;-60;0.237542;0.237542;0.237542;
130;37703;37703;37703;-60;-60;-60;0.316723;0.316723;0.316723;
133;37262;37262;37262;-150;-150;-150;0.20455;0.20455;0.20455;
120;36885;36885;36885;-90;-90;-90;0.237542;0.237542;0.237542;
122;36521;36521;36521;-90;-90;-90;0.211148;0.211148;0.211148;
118;36283;36283;36283;-90;-90;-90;0.197952;0.197952;0.197952;
118;35736;35736;35736;-90;-90;-90;0.184755;0.184755;0.184755;
116;35515;35515;35515;-150;-150;-150;0.20455;0.20455;0.20455;
118;34990;34990;34990;-120;-120;-120;0.151763;0.151763;0.151763;
120;34535;34535;34535;-150;-150;-150;0.230944;0.230944;0.230944;
123;34124;34124;34124;-90;-90;-90;0.16496;0.16496;0.16496;
118;33810;33810;33810;-90;-90;-90;0.191353;0.191353;0.191353;
120;33462;33462;33462;-60;-60;-60;0.211148;0.211148;0.211148;
118;33094;33094;33094;-120;-120;-120;0.0923774;0.0923774;0.0923774;
115;32729;32729;32729;-60;-60;-60;0.112173;0.112173;0.112173;
122;32321;32321;32321;-150;-150;-150;0.158361;0.158361;0.158361;
121;31956;31956;31956;-90;-90;-90;0.217747;0.217747;0.217747;
118;31774;31774;31774;-90;-90;-90;0.138566;0.138566;0.138566;
119;31357;31357;31357;-60;-60;-60;0.171558;0.171558;0.171558;
124;30980;30980;30980;-30;-30;-30;0.191353;0.191353;0.191353;
122;30613;30613;30613;-60;-60;-60;0.224345;0.224345;0.224345;
122;30326;30326;30326;-30;-30;-30;0.263936;0.263936;0.263936;
121;29934;29934;29934;-90;-90;-90;0.24414;0.24414;0.24414;
120;29568;29568;29568;-90;-90;-90;0.316723;0.316723;0.316723;
125;29407;29407;29407;-60;-60;-60;0.263936;0.263936;0.263936;
123;28912;28912;28912;-60;-60;-60;0.224345;0.224345;0.224345;
121;28485;28485;28485;-60;-60;-60;0.277132;0.277132;0.277132;
119;28151;28151;28151;-150;-150;-150;0.20455;0.20455;0.20455;
118;27661;27661;27661;-150;-150;-150;0.184755;0.184755;0.184755;
122;27238;27238;27238;-120;-120;-120;0.20455;0.20455;0.20455;
113;26824;26824;26824;-120;-120;-120;0.211148;0.211148;0.211148;
117;26410;26410;26410;-120;-120;-120;0.237542;0.237542;0.237542;
121;26033;26033;26033;-150;-150;-150;0.336518;0.336518;0.336518;
116;25475;25475;25475;-120;-120;-120;0.211148;0.211148;0.211148;
115;24896;24896;24896;-210;-210;-210;0.197952;0.197952;0.197952;
115;24552;24552;24552;-150;-150;-150;0.158361;0.158361;0.158361;
118;24029;24029;24029;-90;-90;-90;0.184755;0.184755;0.184755;
116;23786;23786;23786;-90;-90;-90;0.211148;0.211148;0.211148;
114;23293;23293;23293;-120;-120;-120;0.24414;0.24414;0.24414;
122;22922;22922;22922;-120;-120;-120;0.171558;0.171558;0.171558;
121;22481;22481;22481;-90;-90;-90;0.217747;0.217747;0.217747;
143;22066;22066;22066;-120;-120;-120;0.290329;0.290329;0.290329;
