Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
120;-41003;-41003;-41003;0;0;0;0.0329919;0.0329919;0.0329919;
117;-40991;-40991;-40991;0;0;0;-0.131968;-0.131968;-0.131968;
118;-40495;-40495;-40495;240;240;240;-0.567461;-0.567461;-0.567461;
117;-39275;-39275;-39275;360;360;360;-0.316723;-0.316723;-0.316723;
118;-38307;-38307;-38307;330;330;330;-0.263936;-0.263936;-0.263936;
123;-36551;-36551;-36551;360;360;360;-0.24414;-0.24414;-0.24414;
123;-35150;-35150;-35150;360;360;360;-0.184755;-0.184755;-0.184755;
124;-33737;-33737;-33737;420;420;420;-0.184755;-0.184755;-0.184755;
119;-32014;-32014;-32014;360;360;360;-0.257337;-0.257337;-0.257337;
117;-31134;-31134;-31134;330;330;330;-0.257337;-0.257337;-0.257337;
120;-29242;-29242;-29242;360;360;360;-0.250739;-0.250739;-0.250739;
118;-27771;-27771;-27771;360;360;360;-0.20455;-0.20455;-0.20455;
118;-26799;-26799;-26799;330;330;330;-0.171558;-0.171558;-0.171558;
123;-25107;-25107;-25107;330;330;330;-0.0923774;-0.0923774;-0.0923774;
122;-23499;-23499;-23499;330;330;330;-0.296927;-0.296927;-0.296927;
123;-21912;-21912;-21912;360;360;360;-0.145165;-0.145165;-0.145165;
122;-20798;-20798;-20798;330;330;330;-0.270534;-0.270534;-0.270534;
118;-19244;-19244;-19244;360;360;360;-0.277132;-0.277132;-0.277132;
117;-18581;-18581;-18581;390;390;390;-0.211148;-0.211148;-0.211148;
120;-16640;-16640;-16640;360;360;360;-0.125369;-0.125369;-0.125369;
122;-15277;-15277;-15277;360;360;360;-0.270534;-0.270534;-0.270534;
122;-13868;-13868;-13868;360;360;360;-0.178156;-0.178156;-0.178156;
123;-12507;-12507;-12507;360;360;360;-0.290329;-0.290329;-0.290329;
122;-11151;-11151;-11151;300;300;300;-0.20455;-0.20455;-0.20455;
120;-9530;-9530;-9530;360;360;360;-0.145165;-0.145165;-0.145165;
122;-8312;-8312;-8312;330;330;330;-0.125369;-0.125369;-0.125369;
123;-7124;-7124;-7124;330;330;330;-0.171558;-0.171558;-0.171558;
116;-5176;-5176;-5176;420;420;420;-0.138566;-0.138566;-0.138566;
126;-3971;-3971;-3971;300;300;300;-0.085779;-0.085779;-0.085779;
123;-3505;-3505;-3505;0;0;0;0.310124;0.310124;0.310124;
117;-3709;-3709;-3709;-150;-150;-150;0.263936;0.263936;0.263936;
115;-4771;-4771;-4771;-210;-210;-210;0.178156;0.178156;0.178156;
116;-5451;-5451;-5451;-180;-180;-180;0.217747;0.217747;0.217747;
116;-6304;-6304;-6304;-180;-180;-180;0.217747;0.217747;0.217747;
116;-7217;-7217;-7217;-210;-210;-210;0.211148;0.211148;0.211148;
115;-7776;-7776;-7776;-180;-180;-180;0.197952;0.197952;0.197952;
114;-8891;-8891;-8891;-240;-240;-240;0.230944;0.230944;0.230944;
113;-9779;-9779;-9779;-210;-210;-210;0.24414;0.24414;0.24414;
115;-10485;-10485;-10485;-180;-180;-180;0.237542;0.237542;0.237542;
115;-11357;-11357;-11357;-240;-240;-240;0.20455;0.20455;0.20455;
114;-12294;-12294;-12294;-180;-180;-180;0.257337;0.257337;0.257337;
115;-13082;-13082;-13082;-240;-240;-240;0.290329;0.290329;0.290329;
114;-14055;-14055;-14055;-210;-210;-210;0.237542;0.237542;0.237542;
115;-14772;-14772;-14772;-180;-180;-180;0.20455;0.20455;0.20455;
116;-15361;-15361;-15361;-240;-240;-240;0.197952;0.197952;0.197952;
114;-16430;-16430;-16430;-240;-240;-240;0.237542;0.237542;0.237542;
133;-17598;-17598;-17598;-180;-180;-180;0.250739;0.250739;0.250739;
114;-18212;-18212;-18212;-270;-270;-270;0.277132;0.277132;0.277132;
113;-19272;-19272;-19272;-210;-210;-210;0.217747;0.217747;0.217747;
115;-19888;-19888;-19888;-240;-240;-240;0.211148;0.211148;0.211148;
116;-21228;-21228;-21228;-240;-240;-240;0.24414;0.24414;0.24414;
113;-21870;-21870;-21870;-240;-240;-240;0.16496;0.16496;0.16496;
113;-23086;-23086;-23086;-210;-210;-210;0.230944;0.230944;0.230944;
114;-23490;-23490;-23490;-180;-180;-180;0.178156;0.178156;0.178156;
115;-24579;-24579;-24579;-240;-240;-240;0.230944;0.230944;0.230944;
115;-25314;-25314;-25314;-210;-210;-210;0.171558;0.171558;0.171558;
116;-26171;-26171;-26171;-240;-240;-240;0.257337;0.257337;0.257337;
121;-27068;-27068;-27068;-210;-210;-210;0.230944;0.230944;0.230944;
121;-27906;-27906;-27906;-240;-240;-240;0.296927;0.296927;0.296927;
122;-28496;-28496;-28496;-270;-270;-270;0.270534;0.270534;0.270534;
119;-29825;-29825;-29825;-240;-
