Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
182;-11651;-11651;-11651;0;0;0;0.0131968;0.0131968;0.0131968;
118;-11656;-11656;-11656;0;0;0;0.112173;0.112173;0.112173;
131;-11682;-11682;-11682;0;0;0;0.105574;0.105574;0.105574;
162;-11739;-11739;-11739;-30;-30;-30;0.250739;0.250739;0.250739;
123;-11757;-11757;-11757;0;0;0;0.343116;0.343116;0.343116;
133;-11797;-11797;-11797;-30;-30;-30;0.428895;0.428895;0.428895;
114;-11878;-11878;-11878;-60;-60;-60;0.376108;0.376108;0.376108;
118;-11942;-11942;-11942;60;60;60;0.158361;0.158361;0.158361;
122;-11913;-11913;-11913;0;0;0;0.184755;0.184755;0.184755;
122;-11946;-11946;-11946;-30;-30;-30;0.349715;0.349715;0.349715;
124;-11892;-11892;-11892;0;0;0;0.0923774;0.0923774;0.0923774;
123;-11829;-11829;-11829;0;0;0;0.16496;0.16496;0.16496;
116;-11818;-11818;-11818;0;0;0;0.138566;0.138566;0.138566;
117;-11834;-11834;-11834;0;0;0;0.145165;0.145165;0.145165;
118;-11807;-11807;-11807;0;0;0;0.16496;0.16496;0.16496;
114;-11750;-11750;-11750;-30;-30;-30;0.085779;0.085779;0.085779;
122;-11740;-11740;-11740;0;0;0;0.0593855;0.0593855;0.0593855;
121;-11742;-11742;-11742;0;0;0;0.158361;0.158361;0.158361;
122;-11752;-11752;-11752;-30;-30;-30;0.270534;0.270534;0.270534;
123;-11775;-11775;-11775;-30;-30;-30;0.389305;0.389305;0.389305;
123;-11897;-11897;-11897;-30;-30;-30;0.356313;0.356313;0.356313;
123;-11873;-11873;-11873;60;60;60;0.118771;0.118771;0.118771;
116;-11851;-11851;-11851;0;0;0;0.217747;0.217747;0.217747;
119;-11890;-11890;-11890;-30;-30;-30;0.283731;0.283731;0.283731;
115;-11953;-11953;-11953;0;0;0;0.329919;0.329919;0.329919;
115;-11981;-11981;-11981;30;30;30;0.105574;0.105574;0.105574;
114;-11973;-11973;-11973;0;0;0;0.0725823;0.0725823;0.0725823;
115;-11965;-11965;-11965;0;0;0;0.0395903;0.0395903;0.0395903;
117;-11966;-11966;-11966;0;0;0;0.151763;0.151763;0.151763;
116;-11986;-11986;-11986;0;0;0;0.224345;0.224345;0.224345;
118;-11967;-11967;-11967;0;0;0;0.0593855;0.0593855;0.0593855;
116;-11954;-11954;-11954;0;0;0;0.131968;0.131968;0.131968;
118;-11963;-11963;-11963;0;0;0;0.112173;0.112173;0.112173;
119;-11966;-11966;-11966;-30;-30;-30;0.171558;0.171558;0.171558;
116;-11982;-11982;-11982;0;0;0;0.211148;0.211148;0.211148;
115;-11991;-11991;-11991;0;0;0;0.24414;0.24414;0.24414;
115;-12000;-12000;-12000;0;0;0;0.316723;0.316723;0.316723;
116;-12031;-12031;-12031;0;0;0;0.389305;0.389305;0.389305;
123;-12190;-12190;-12190;-60;-60;-60;0.428895;0.428895;0.428895;
122;-12261;-12261;-12261;0;0;0;0.310124;0.310124;0.310124;
121;-12308;-12308;-12308;0;0;0;0.296927;0.296927;0.296927;
120;-12245;-12245;-12245;0;0;0;0.125369;0.125369;0.125369;
122;-12252;-12252;-12252;0;0;0;0.217747;0.217747;0.217747;
122;-12277;-12277;-12277;0;0;0;0.36951;0.36951;0.36951;
120;-12342;-12342;-12342;-60;-60;-60;0.356313;0.356313;0.356313;
124;-12449;-12449;-12449;-30;-30;-30;0.428895;0.428895;0.428895;
121;-12506;-12506;-12506;0;0;0;0.435494;0.435494;0.435494;
123;-12490;-12490;-12490;0;0;0;0.178156;0.178156;0.178156;
123;-12474;-12474;-12474;0;0;0;0.0329919;0.0329919;0.0329919;
126;-12477;-12477;-12477;0;0;0;0.105574;0.105574;0.105574;
115;-12484;-12484;-12484;-30;-30;-30;0.158361;0.158361;0.158361;
114;-12502;-12502;-12502;0;0;0;0.197952;0.197952;0.197952;
