Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
125;-462741;-462741;-462741;0;0;0;0.0131968;0.0131968;0.0131968;
117;-462745;160528;305251;0;-30;30;0.0725823;0.237542;0.211148;
118;-462733;160042;305529;0;-150;120;-0.0659839;0.442092;-0.0263936;
116;-462741;159453;306043;30;-150;180;-0.0263936;0.343116;0.0461887;
116;-462742;158737;306771;0;-150;150;0.0197952;0.501478;0;
117;-462740;157814;307691;0;-180;210;0.0197952;0.494879;0.0329919;
115;-462740;156967;308509;0;-210;210;0.0131968;0.36951;0.0923774;
127;-462729;156158;309230;30;-240;210;-0.0197952;0.329919;0.0131968;
127;-462688;155155;310169;0;-210;210;0.0263936;0.382707;0.0395903;
125;-462667;154477;310870;0;-210;270;0.0329919;0.428895;0.145165;
144;-462669;153263;312144;0;-270;240;0.0131968;0.250739;0.20455;
114;-462660;152268;312984;0;-240;210;0.0263936;0.171558;0.0395903;
117;-462646;151406;313873;0;-150;210;0.00659839;0.356313;0.16496;
127;-462674;150759;314698;0;-150;210;0.00659839;0.560863;0.118771;
127;-462711;150256;315245;-30;-150;180;0;0.488281;0.125369;
124;-462729;149118;316383;0;-210;150;0.0131968;0.435494;0.105574;
116;-462729;148985;316501;0;-210;210;0.0263936;0.415698;0.0197952;
119;-462733;147994;317517;0;-180;180;0.0197952;0.4091;0.0395903;
115;-462756;147016;318600;-30;-180;240;0.178156;0.356313;0.112173;
118;-462755;146356;319422;-30;-180;240;0.171558;0.349715;0.184755;
119;-462784;145869;320003;0;-240;210;0.184755;0.336518;0.125369;
116;-463004;144938;321029;-30;-150;150;0.20455;0.217747;0.00659839;
117;-463275;144305;321911;-60;-180;240;0.270534;0.20455;0.0659839;
116;-463580;143765;322834;-120;-90;240;0.277132;0.376108;-0.00659839;
121;-464017;143297;323803;-90;-90;210;0.257337;0.422297;0.0593855;
127;-464921;142513;325497;-180;-90;300;0.349715;0.402502;-0.0923774;
122;-464921;142513;325497;-180;-90;300;0.349715;0.402502;-0.0923774;
116;-466218;141858;327499;-210;-90;300;0.296927;0.329919;0.118771;
117;-466346;141817;327671;-210;-30;240;0.250739;0.24414;0.197952;
119;-467625;141603;329106;-210;-30;270;0.263936;0.290329;0.112173;
118;-468836;141618;330308;-210;0;210;0.24414;0.0659839;0.0659839;
120;-469277;141629;330744;-180;0;180;0.283731;0;0.112173;
138;-470614;141813;331971;-240;0;240;0.323321;0.0329919;0.0395903;
125;-470773;141837;332093;-210;60;180;0.329919;0.0329919;0.145165;
120;-472685;142298;333498;-210;90;150;0.4091;0.0725823;-0.118771;
121;-473632;142573;334170;-210;60;150;0.343116;0.0263936;0.00659839;
127;-474544;142793;334819;-180;120;180;0.36951;0.0329919;0.0131968;
126;-475446;142978;335546;-240;60;180;0.4091;-0.0197952;0.0989758;
125;-476266;143124;336176;-300;60;210;0.283731;-0.118771;0.112173;
127;-477700;143489;337193;-240;30;210;0.290329;-0.131968;0.105574;
128;-478648;143755;337904;-240;60;180;0.270534;-0.131968;0.184755;
126;-479700;144090;338676;-270;60;180;0.310124;-0.145165;0.211148;
129;-480954;144521;339450;-270;60;180;0.257337;-0.0395903;0.0131968;
128;-481933;144768;340126;-270;60;150;0.336518;-0.224345;0.184755;
121;-483035;145083;340909;-210;90;150;0.263936;-0.184755;0.20455;
115;-483676;145283;341351;-240;150;150;0.257337;-0.184755;0.178156;
116;-484889;145714;342086;-240;120;180;0.20455;-0.085779;0.138566;
123;-485835;146099;342719;-240;90;150;0.323321;-0.184755;0.0725823;
120;-486401;146328;343058;-210;30;150;0.343116;-0.217747;0.0923774;
123;-487681;146869;343841;-240;90;150;0.4091;-0.178156;0.0659839;
126;-488624;147285;344375;-240;90;150;0.329919;-0.105574;0.0989758;
