Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
121;46039;46039;46039;0;0;0;0.0263936;0.0263936;0.0263936;
147;45800;-90896;88994;-90;0;60;0.224345;-0.112173;0.270534;
131;45422;-90697;89124;-180;90;30;0.61365;-0.316723;-0.0593855;
127;44541;-90263;89594;-240;120;150;0.44869;-0.191353;-0.0725823;
126;43611;-89797;90068;-270;120;120;0.362911;-0.125369;0.0131968;
112;42498;-89225;90652;-240;120;90;0.389305;-0.217747;0.105574;
113;42016;-88970;90875;-180;90;30;0.211148;-0.0989758;0.131968;
120;41481;-88783;91054;-120;90;90;0.349715;-0.0791807;0.343116;
126;40738;-88435;91248;-240;90;150;0.343116;-0.250739;0.125369;
120;39671;-87895;91788;-270;150;90;0.336518;-0.211148;0.230944;
116;38685;-87376;92268;-270;90;120;0.362911;-0.277132;0.237542;
118;37685;-86846;92746;-300;150;120;0.349715;-0.184755;0.16496;
119;36591;-86266;93266;-300;150;120;0.277132;-0.138566;0.171558;
127;35588;-85687;93709;-210;150;120;0.336518;-0.0923774;0.184755;
117;34627;-85181;94165;-300;120;120;0.395903;-0.191353;0.145165;
121;33527;-84614;94672;-270;150;180;0.263936;-0.184755;0.211148;
134;32395;-84062;95218;-270;150;150;0.290329;-0.145165;0.303526;
115;31248;-83470;95760;-210;120;60;0.283731;-0.257337;0.250739;
122;30260;-82938;96206;-270;150;120;0.283731;-0.237542;0.158361;
123;29567;-82592;96542;-270;150;120;0.224345;-0.145165;0.257337;
119;28242;-81900;97170;-270;90;120;0.290329;-0.323321;0.217747;
122;27332;-81396;97605;-150;150;90;0.356313;-0.263936;0.211148;
125;26301;-80822;98063;-210;90;120;0.362911;-0.184755;0.131968;
127;25447;-80375;98495;-270;120;120;0.362911;-0.191353;0.237542;
140;24309;-79866;99036;-270;120;120;0.178156;-0.263936;0.250739;
119;23138;-79291;99647;-270;150;120;0.310124;-0.112173;0.0989758;
115;21986;-78677;100257;-240;120;150;0.24414;-0.16496;0.257337;
127;21078;-78265;100731;-270;120;180;0.20455;-0.0725823;0.224345;
125;20107;-77825;101287;-270;120;150;0.303526;-0.0725823;0.178156;
123;19072;-77364;101888;-180;90;90;0.376108;-0.171558;0.0923774;
123;18082;-76876;102362;-270;120;150;0.290329;-0.158361;0.0923774;
127;16968;-76356;102887;-300;180;90;0.283731;-0.197952;0.0791807;
120;15944;-75870;103400;-270;90;120;0.376108;-0.257337;0.0197952;
122;14942;-75393;103898;-240;60;90;0.362911;-0.290329;0.0593855;
125;13821;-74864;104454;-270;150;120;0.36951;-0.290329;0.0725823;
128;12811;-74343;104970;-210;150;150;0.263936;-0.125369;0.191353;
123;11809;-73892;105461;-210;60;150;0.376108;-0.336518;0.125369;
121;10870;-73461;105974;-270;120;120;0.362911;-0.250739;0.118771;
116;10231;-73150;106333;-240;150;120;0.343116;-0.217747;0.0593855;
124;8763;-72512;107195;-270;90;210;0.250739;-0.085779;0.145165;
128;7700;-72090;107881;-240;90;150;0.283731;-0.0923774;0.211148;
125;6451;-71615;108622;-300;120;150;0.250739;-0.237542;0.125369;
127;5329;-71114;109261;-300;120;150;0.20455;-0.138566;0.191353;
146;4307;-70626;109803;-210;60;120;0.257337;-0.0593855;0.131968;
116;3239;-70143;110417;-270;60;150;0.402502;-0.211148;0.085779;
117;2073;-69678;111049;-210;120;150;0.250739;-0.00659839;0.105574;
118;1235;-69350;111529;-270;120;120;0.303526;-0.178156;0.158361;
126;232;-68909;112183;-270;120;150;0.277132;-0.0989758;0.197952;
124;-941;-68478;112886;-210;90;90;0.349715;-0.131968;0.0461887;
119;-1943;-68205;113534;-240;120;120;0.24414;-0.197952;0.184755;
117;-2860;-67928;114147;-300;90;180;0.237542;-0.151763;0.112173;
120;-3903;-67613;114875;-240;60;180;0.257337;-0.191353;0.0395903;
120;-4993;-67286;115692;-210;120;150;0.336518;-0.151763;0.125369;
120;-5757;-67023;116239;-240;90;180;0.303526;-0.085779;0.178156;
117;-6742;-66653;116888;-270;60;150;0.316723;-0.125369;0.105574;
119;-7905;-66239;117569;-210;120;150;0.230944;-0.0593855;0.112173;
120;-8741;-65953;118096;-210;120;150;0.250739;-0.125369;0.0989758;
115;-9744;-65650;118787;-270;60;180;0.257337;-0.20455;0.197952;
116;-10778;-65367;119468;-240;60;210;0.16496;-0.158361;0.158361;
118;-11735;-65070;120168;-240;60;180;0.303526;-0.151763;0.0659839;
118;-12616;-64795;120813;-270;90;180;0.356313;-0.105574;0.112173;
130;-13604;-64488;121514;-270;90;180;0.296927;-0.0461887;0.217747;
126;-14837;-64130;122374;-300;90;180;0.329919;-0.20455;0.0527871;
