Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
123;-60111;-60111;-60111;0;0;0;0.0197952;0.0197952;0.0197952;
122;-60122;-19578;83883;-30;0;30;0.16496;0.0659839;0.277132;
123;-60335;-19601;84195;-90;-30;120;0.435494;0.131968;0.0197952;
133;-61088;-19689;85140;-210;0;210;0.356313;0.257337;0.0791807;
121;-62126;-19687;86202;-210;30;180;0.217747;0.0989758;0.125369;
115;-62939;-19697;87082;-180;0;210;0.349715;0.197952;-0.0131968;
115;-63516;-19808;87775;-180;-30;240;0.310124;0.20455;0.0923774;
117;-64316;-20060;88892;-180;-60;240;0.376108;0.20455;0.0329919;
118;-65019;-20294;89812;-180;-90;270;0.290329;0.191353;0.0659839;
121;-65734;-20548;90752;-210;-90;270;0.270534;0.20455;0.0329919;
123;-66395;-20744;91584;-180;-30;240;0.250739;0.230944;0.0263936;
123;-67323;-20978;92831;-240;-90;300;0.316723;0.250739;0.0659839;
124;-68069;-21247;93835;-210;-60;270;0.382707;0.191353;0.0197952;
121;-68787;-21541;94896;-210;-90;270;0.250739;0.224345;0.16496;
126;-69528;-21850;95934;-210;-60;210;0.237542;0.310124;0.112173;
115;-70213;-22150;96911;-180;-120;240;0.224345;0.303526;0.0923774;
117;-70861;-22455;97843;-180;-60;240;0.224345;0.356313;0;
116;-71352;-22742;98644;-150;-90;240;0.277132;0.356313;0.0263936;
118;-71923;-23121;99618;-90;-90;270;0.283731;0.376108;0.0263936;
154;-72673;-23710;100993;-120;-60;210;0.310124;0.263936;0.197952;
116;-73247;-24191;101970;-180;-60;240;0.257337;0.277132;0.085779;
116;-73819;-24632;103014;-180;-90;270;0.316723;0.36951;0.138566;
118;-74300;-25042;103880;-150;-120;270;0.24414;0.277132;0.0725823;
124;-74921;-25487;104929;-90;-150;270;0.250739;0.257337;0.145165;
123;-75627;-26038;106157;-180;-150;240;0.24414;0.16496;0.085779;
120;-76184;-26499;107203;-120;-60;270;0.250739;0.211148;0.191353;
120;-76621;-26894;108077;-150;-120;240;0.270534;0.250739;0.171558;
121;-77179;-27427;109217;-150;-90;240;0.303526;0.283731;0.125369;
124;-77673;-27949;110138;-120;-120;210;0.277132;0.303526;-0.0197952;
119;-78168;-28487;111111;-120;-90;240;0.290329;0.283731;-0.0923774;
122;-78664;-29001;112136;-90;-150;270;0.24414;0.329919;-0.0263936;
119;-79164;-29524;113199;-90;-180;270;0.230944;0.316723;0.0527871;
123;-79671;-30120;114278;-60;-180;270;0.125369;0.481682;0.191353;
128;-80114;-30732;115375;-120;-150;270;0.0527871;0.494879;-0.00659839;
118;-80479;-31530;116625;-90;-180;240;0.16496;0.323321;0.118771;
116;-80790;-32149;117508;-120;-180;270;0.145165;0.382707;0.197952;
116;-81156;-32810;118545;-90;-180;270;0.191353;0.382707;0.131968;
119;-81559;-33452;119546;-150;-120;240;0.125369;0.44869;0.0989758;
123;-81933;-34104;120517;-60;-180;270;0.0263936;0.527871;0.118771;
119;-82244;-34780;121549;-60;-180;240;0.0791807;0.4091;0.105574;
115;-82479;-35651;122613;-60;-240;300;0.0989758;0.283731;0.0923774;
117;-82697;-36529;123691;-90;-210;270;0.138566;0.158361;0.224345;
116;-82897;-37352;124800;-30;-210;270;0.151763;0.329919;0.257337;
113;-83000;-37787;125404;-60;-210;210;0.0923774;0.422297;0.0659839;
121;-83118;-38676;126454;0;-180;180;0.0527871;0.580658;0.0527871;
116;-83149;-39314;127224;-30;-180;240;0.178156;0.508076;0.0725823;
123;-83264;-39808;127761;-90;-180;240;0.0989758;0.44869;0.0923774;
123;-83451;-40725;128914;-60;-150;240;0.085779;0.481682;0.131968;
120;-83625;-41567;129869;-60;-180;240;0.0659839;0.376108;0.112173;
119;-83724;-42482;130888;0;-150;180;0.0791807;0.415698;0.0329919;
118;-83876;-43100;131588;-60;-240;240;0.0263936;0.36951;0.0659839;
121;-83976;-43963;132589;0;-210;240;0.00659839;0.290329;0.197952;
127;-83950;-45047;133694;0;-240;240;0.0329919;0.310124;0.118771;
119;-83880;-45939;134588;0;-210;240;0.0593855;0.395903;0.0791807;
114;-83878;-46571;135294;0;-240;210;-0.0263936;0.514674;0.112173;
120;-83879;-47518;136226;0;-210;210;0.0263936;0.475084;0.131968;
