Time;M1 pos;M2 pos;M3 pos;M1 vel;M2 vel;M3 vel;M1 cur;M2 cur;M3 cur;
110;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
218;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
328;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
476;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
589;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
700;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
811;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
920;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1028;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1136;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1245;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1352;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1461;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1570;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1679;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1787;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
1897;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2003;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2112;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2219;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2327;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2434;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2544;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2654;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2761;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2870;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
2977;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3086;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3195;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3302;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3411;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3520;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3628;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3736;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3845;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
3954;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4062;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4170;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4278;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4386;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4494;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4601;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4710;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4820;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
4928;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
5035;15627;15627;15627;0;0;0;-0.00659839;-0.00659839;-0.00659839;
